128.832,1912.58,38.4195,0.185994,0,-2.3681
1068.24,1904.98,99.2086,0.223994,0,2.7099
1898.83,1889.55,118.416,-0.056007,0,2.41588
621.86,1437.76,106.514,0.173991,0,3.01189
1405.44,1463.32,88.8156,0.115991,0,2.95707
196.747,1056.36,76.6425,0.107994,0,2.34272
1044.76,1048.88,74.0207,0.0279954,0,2.81871
1824.1,1107.2,103.789,0.229995,0,-2.77047
672.577,653.655,82.7252,0.147994,0,2.4719
1388.69,651.458,81.2316,0.195992,0,-2.42529
106.954,192.194,37.6327,0.237994,0,-2.22528
1124.03,236.321,93.1391,0.229994,0,2.2839
