1180.5,2153.39,170.937,-0.0821445,0,-2.54665
1138.92,1970.24,201.513,-0.298149,0,-2.00266
1235.28,1777.96,194.613,-0.0681533,0,-2.94466
1509.87,1587.37,198.642,-0.130153,0,-0.928662
1560.31,1773.97,248.669,-0.142151,0,1.07733
1966.43,1888.21,150.99,-0.240151,0,-1.19469
1883.98,2474.24,54.1616,-0.32416,0,2.27742
647.758,811.087,91.954,-0.526173,0,-2.08095
1846.34,1045.65,136.829,-0.442114,0,0.174693
1088.06,386.246,65.4943,-0.074,0,-1.85486
1141.01,384.968,62.3585,-0.0919999,0,-1.48086
0,0,0,0,0,0
