1256.27,1769.17,110.458,0.001993,0,-1.02211
1329.75,1819.17,106.11,0.013993,0,-1.15011
1435.65,1837.14,106.163,0.0519935,0,-1.63611
1556.01,1795.71,111.848,-0.00400676,0,-1.73011
1649.65,1818.21,108.442,0.019993,0,-1.56411
196.747,1056.36,76.6425,0.107994,0,2.34272
1060.11,1066.03,68.6213,0.159995,0,2.65071
1824.1,1107.2,103.789,0.229995,0,-2.77047
693.835,681.014,70.9225,0.119993,0,2.5859
1388.69,651.458,81.2316,0.195992,0,-2.42529
106.954,192.194,37.6327,0.237994,0,-2.22528
1124.03,236.321,93.1391,0.229994,0,2.2839
